dataset,n,R,metodo,tiempo
mejor-caso-BT-F,1,1,BT-F,0.000623
mejor-caso-BT-F,2,1,BT-F,0.000868
mejor-caso-BT-F,3,1,BT-F,0.000907
mejor-caso-BT-F,4,1,BT-F,0.000954
mejor-caso-BT-F,5,1,BT-F,0.000922
mejor-caso-BT-F,6,1,BT-F,0.00092
mejor-caso-BT-F,7,1,BT-F,0.000968
mejor-caso-BT-F,8,1,BT-F,0.001047
mejor-caso-BT-F,9,1,BT-F,0.001654
mejor-caso-BT-F,10,1,BT-F,0.00112
mejor-caso-BT-F,11,1,BT-F,0.001654
mejor-caso-BT-F,12,1,BT-F,0.001568
mejor-caso-BT-F,13,1,BT-F,0.001193
mejor-caso-BT-F,14,1,BT-F,0.001768
mejor-caso-BT-F,15,1,BT-F,0.001561
mejor-caso-BT-F,16,1,BT-F,0.00155
mejor-caso-BT-F,17,1,BT-F,0.001595
mejor-caso-BT-F,18,1,BT-F,0.002007
mejor-caso-BT-F,19,1,BT-F,0.001427
mejor-caso-BT-F,20,1,BT-F,0.001921
mejor-caso-BT-F,21,1,BT-F,0.00142
mejor-caso-BT-F,22,1,BT-F,0.002023
mejor-caso-BT-F,23,1,BT-F,0.00153
mejor-caso-BT-F,24,1,BT-F,0.001765
mejor-caso-BT-F,25,1,BT-F,0.001489
mejor-caso-BT-F,26,1,BT-F,0.001881
mejor-caso-BT-F,27,1,BT-F,0.001619
mejor-caso-BT-F,28,1,BT-F,0.002002
mejor-caso-BT-F,29,1,BT-F,0.002077
mejor-caso-BT-F,30,1,BT-F,0.002145
mejor-caso-BT-F,31,1,BT-F,0.002098
mejor-caso-BT-F,32,1,BT-F,0.002074
mejor-caso-BT-F,33,1,BT-F,0.002393
mejor-caso-BT-F,34,1,BT-F,0.002456
mejor-caso-BT-F,35,1,BT-F,0.002069
mejor-caso-BT-F,36,1,BT-F,0.001841
mejor-caso-BT-F,37,1,BT-F,0.002569
mejor-caso-BT-F,38,1,BT-F,0.002534
mejor-caso-BT-F,39,1,BT-F,0.001805
mejor-caso-BT-F,40,1,BT-F,0.001924
mejor-caso-BT-F,41,1,BT-F,0.002737
mejor-caso-BT-F,42,1,BT-F,0.002423
mejor-caso-BT-F,43,1,BT-F,0.002837
mejor-caso-BT-F,44,1,BT-F,0.00304
mejor-caso-BT-F,45,1,BT-F,0.002561
mejor-caso-BT-F,46,1,BT-F,0.002038
mejor-caso-BT-F,47,1,BT-F,0.00289
mejor-caso-BT-F,48,1,BT-F,0.00386
mejor-caso-BT-F,49,1,BT-F,0.004447
mejor-caso-BT-F,50,1,BT-F,0.002485
mejor-caso-BT-F,51,1,BT-F,0.002981
mejor-caso-BT-F,52,1,BT-F,0.00327
mejor-caso-BT-F,53,1,BT-F,0.004117
mejor-caso-BT-F,54,1,BT-F,0.003415
mejor-caso-BT-F,55,1,BT-F,0.00495
mejor-caso-BT-F,56,1,BT-F,0.002902
mejor-caso-BT-F,57,1,BT-F,0.005102
mejor-caso-BT-F,58,1,BT-F,0.004194
mejor-caso-BT-F,59,1,BT-F,0.004102
mejor-caso-BT-F,60,1,BT-F,0.00706
mejor-caso-BT-F,61,1,BT-F,0.004575
mejor-caso-BT-F,62,1,BT-F,0.005182
mejor-caso-BT-F,63,1,BT-F,0.004627
mejor-caso-BT-F,64,1,BT-F,0.004864
mejor-caso-BT-F,65,1,BT-F,0.004804
mejor-caso-BT-F,66,1,BT-F,0.005505
mejor-caso-BT-F,67,1,BT-F,0.006563
mejor-caso-BT-F,68,1,BT-F,0.005125
mejor-caso-BT-F,69,1,BT-F,0.004893
mejor-caso-BT-F,70,1,BT-F,0.002737
mejor-caso-BT-F,71,1,BT-F,0.00466
mejor-caso-BT-F,72,1,BT-F,0.005032
mejor-caso-BT-F,73,1,BT-F,0.004475
mejor-caso-BT-F,74,1,BT-F,0.010276
mejor-caso-BT-F,75,1,BT-F,0.007245
mejor-caso-BT-F,76,1,BT-F,0.006032
mejor-caso-BT-F,77,1,BT-F,0.004804
mejor-caso-BT-F,78,1,BT-F,0.007472
mejor-caso-BT-F,79,1,BT-F,0.007261
mejor-caso-BT-F,80,1,BT-F,0.00751
mejor-caso-BT-F,81,1,BT-F,0.005236
mejor-caso-BT-F,82,1,BT-F,0.007522
mejor-caso-BT-F,83,1,BT-F,0.00759
mejor-caso-BT-F,84,1,BT-F,0.005288
mejor-caso-BT-F,85,1,BT-F,0.006432
mejor-caso-BT-F,86,1,BT-F,0.005299
mejor-caso-BT-F,87,1,BT-F,0.007829
mejor-caso-BT-F,88,1,BT-F,0.007722
mejor-caso-BT-F,89,1,BT-F,0.00508
mejor-caso-BT-F,90,1,BT-F,0.005133
mejor-caso-BT-F,91,1,BT-F,0.005786
mejor-caso-BT-F,92,1,BT-F,0.007815
mejor-caso-BT-F,93,1,BT-F,0.005143
mejor-caso-BT-F,94,1,BT-F,0.00676
mejor-caso-BT-F,95,1,BT-F,0.005211
mejor-caso-BT-F,96,1,BT-F,0.007154
mejor-caso-BT-F,97,1,BT-F,0.007642
mejor-caso-BT-F,98,1,BT-F,0.008382
mejor-caso-BT-F,99,1,BT-F,0.007939
mejor-caso-BT-F,100,1,BT-F,0.008945
mejor-caso-BT-F,101,1,BT-F,0.012059
mejor-caso-BT-F,102,1,BT-F,0.008542
mejor-caso-BT-F,103,1,BT-F,0.006328
mejor-caso-BT-F,104,1,BT-F,0.008333
mejor-caso-BT-F,105,1,BT-F,0.008231
mejor-caso-BT-F,106,1,BT-F,0.007527
mejor-caso-BT-F,107,1,BT-F,0.005654
mejor-caso-BT-F,108,1,BT-F,0.007448
mejor-caso-BT-F,109,1,BT-F,0.007401
mejor-caso-BT-F,110,1,BT-F,0.012154
mejor-caso-BT-F,111,1,BT-F,0.007513
mejor-caso-BT-F,112,1,BT-F,0.011146
mejor-caso-BT-F,113,1,BT-F,0.008183
mejor-caso-BT-F,114,1,BT-F,0.007582
mejor-caso-BT-F,115,1,BT-F,0.008779
mejor-caso-BT-F,116,1,BT-F,0.007235
mejor-caso-BT-F,117,1,BT-F,0.008747
mejor-caso-BT-F,118,1,BT-F,0.009942
mejor-caso-BT-F,119,1,BT-F,0.011142
mejor-caso-BT-F,120,1,BT-F,0.011929
mejor-caso-BT-F,121,1,BT-F,0.010159
mejor-caso-BT-F,122,1,BT-F,0.008509
mejor-caso-BT-F,123,1,BT-F,0.009948
mejor-caso-BT-F,124,1,BT-F,0.008326
mejor-caso-BT-F,125,1,BT-F,0.012014
mejor-caso-BT-F,126,1,BT-F,0.011609
mejor-caso-BT-F,127,1,BT-F,0.010128
mejor-caso-BT-F,128,1,BT-F,0.0096
mejor-caso-BT-F,129,1,BT-F,0.009031
mejor-caso-BT-F,130,1,BT-F,0.011318
mejor-caso-BT-F,131,1,BT-F,0.009943
mejor-caso-BT-F,132,1,BT-F,0.012655
mejor-caso-BT-F,133,1,BT-F,0.008382
mejor-caso-BT-F,134,1,BT-F,0.008698
mejor-caso-BT-F,135,1,BT-F,0.012012
mejor-caso-BT-F,136,1,BT-F,0.012679
mejor-caso-BT-F,137,1,BT-F,0.011856
mejor-caso-BT-F,138,1,BT-F,0.013386
mejor-caso-BT-F,139,1,BT-F,0.014092
mejor-caso-BT-F,140,1,BT-F,0.013042
mejor-caso-BT-F,141,1,BT-F,0.012922
mejor-caso-BT-F,142,1,BT-F,0.014346
mejor-caso-BT-F,143,1,BT-F,0.00817
mejor-caso-BT-F,144,1,BT-F,0.011441
mejor-caso-BT-F,145,1,BT-F,0.013525
mejor-caso-BT-F,146,1,BT-F,0.014402
mejor-caso-BT-F,147,1,BT-F,0.011526
mejor-caso-BT-F,148,1,BT-F,0.009258
mejor-caso-BT-F,149,1,BT-F,0.013708
mejor-caso-BT-F,150,1,BT-F,0.017235
mejor-caso-BT-F,151,1,BT-F,0.009651
mejor-caso-BT-F,152,1,BT-F,0.011515
mejor-caso-BT-F,153,1,BT-F,0.009171
mejor-caso-BT-F,154,1,BT-F,0.012389
mejor-caso-BT-F,155,1,BT-F,0.012465
mejor-caso-BT-F,156,1,BT-F,0.011126
mejor-caso-BT-F,157,1,BT-F,0.01169
mejor-caso-BT-F,158,1,BT-F,0.010329
mejor-caso-BT-F,159,1,BT-F,0.013564
mejor-caso-BT-F,160,1,BT-F,0.013841
mejor-caso-BT-F,161,1,BT-F,0.016555
mejor-caso-BT-F,162,1,BT-F,0.020247
mejor-caso-BT-F,163,1,BT-F,0.014893
mejor-caso-BT-F,164,1,BT-F,0.009931
mejor-caso-BT-F,165,1,BT-F,0.015456
mejor-caso-BT-F,166,1,BT-F,0.013104
mejor-caso-BT-F,167,1,BT-F,0.013169
mejor-caso-BT-F,168,1,BT-F,0.015588
mejor-caso-BT-F,169,1,BT-F,0.012561
mejor-caso-BT-F,170,1,BT-F,0.012875
mejor-caso-BT-F,171,1,BT-F,0.014319
mejor-caso-BT-F,172,1,BT-F,0.016256
mejor-caso-BT-F,173,1,BT-F,0.01235
mejor-caso-BT-F,174,1,BT-F,0.014294
mejor-caso-BT-F,175,1,BT-F,0.015834
mejor-caso-BT-F,176,1,BT-F,0.011729
mejor-caso-BT-F,177,1,BT-F,0.017422
mejor-caso-BT-F,178,1,BT-F,0.010424
mejor-caso-BT-F,179,1,BT-F,0.016468
mejor-caso-BT-F,180,1,BT-F,0.012202
mejor-caso-BT-F,181,1,BT-F,0.014942
mejor-caso-BT-F,182,1,BT-F,0.013034
mejor-caso-BT-F,183,1,BT-F,0.014527
mejor-caso-BT-F,184,1,BT-F,0.01168
mejor-caso-BT-F,185,1,BT-F,0.016768
mejor-caso-BT-F,186,1,BT-F,0.015589
mejor-caso-BT-F,187,1,BT-F,0.015026
mejor-caso-BT-F,188,1,BT-F,0.014233
mejor-caso-BT-F,189,1,BT-F,0.01999
mejor-caso-BT-F,190,1,BT-F,0.015736
mejor-caso-BT-F,191,1,BT-F,0.017952
mejor-caso-BT-F,192,1,BT-F,0.014345
mejor-caso-BT-F,193,1,BT-F,0.017195
mejor-caso-BT-F,194,1,BT-F,0.016562
mejor-caso-BT-F,195,1,BT-F,0.019559
mejor-caso-BT-F,196,1,BT-F,0.016759
mejor-caso-BT-F,197,1,BT-F,0.014807
mejor-caso-BT-F,198,1,BT-F,0.013193
mejor-caso-BT-F,199,1,BT-F,0.016663
mejor-caso-BT-F,200,1,BT-F,0.011344
ratio-resistenciam1,1,813,BT-F,0.00092
ratio-resistenciam1,2,706,BT-F,0.001001
ratio-resistenciam1,3,1829,BT-F,0.001093
ratio-resistenciam1,4,1859,BT-F,0.001717
ratio-resistenciam1,5,2699,BT-F,0.00156
ratio-resistenciam1,6,1728,BT-F,0.001693
ratio-resistenciam1,7,3215,BT-F,0.003259
ratio-resistenciam1,8,3449,BT-F,0.002906
ratio-resistenciam1,9,3809,BT-F,0.003759
ratio-resistenciam1,10,4488,BT-F,0.005203
ratio-resistenciam1,11,7600,BT-F,0.004392
ratio-resistenciam1,12,6082,BT-F,0.007769
ratio-resistenciam1,13,5768,BT-F,0.005953
ratio-resistenciam1,14,7952,BT-F,0.008931
ratio-resistenciam1,15,7749,BT-F,0.014636
ratio-resistenciam1,16,8170,BT-F,0.008591
ratio-resistenciam1,17,8325,BT-F,0.009803
ratio-resistenciam1,18,7971,BT-F,0.019551
ratio-resistenciam1,19,11044,BT-F,0.01744
ratio-resistenciam1,20,11784,BT-F,0.016702
ratio-resistenciam1,21,12899,BT-F,0.019764
ratio-resistenciam1,22,10262,BT-F,0.029681
ratio-resistenciam1,23,8384,BT-F,0.060736
ratio-resistenciam1,24,11629,BT-F,0.034361
ratio-resistenciam1,25,12580,BT-F,0.035278
ratio-resistenciam1,26,13532,BT-F,0.021913
ratio-resistenciam1,27,12473,BT-F,0.036244
ratio-resistenciam1,28,15733,BT-F,0.069039
ratio-resistenciam1,29,13695,BT-F,0.058227
ratio-resistenciam1,30,14135,BT-F,0.040786
ratio-resistenciam1,31,14874,BT-F,0.05962
ratio-resistenciam1,32,19098,BT-F,0.041966
ratio-resistenciam1,33,17662,BT-F,0.078754
ratio-resistenciam1,34,17271,BT-F,0.056575
ratio-resistenciam1,35,15896,BT-F,0.139061
ratio-resistenciam1,36,20561,BT-F,0.076868
ratio-resistenciam1,37,20216,BT-F,0.112762
ratio-resistenciam1,38,19013,BT-F,0.155662
ratio-resistenciam1,39,19349,BT-F,0.172442
ratio-resistenciam1,40,19451,BT-F,0.134664
ratio-resistenciam1,41,20548,BT-F,0.112848
ratio-resistenciam1,42,21423,BT-F,0.309686
ratio-resistenciam1,43,24896,BT-F,0.104817
ratio-resistenciam1,44,21557,BT-F,0.154593
ratio-resistenciam1,45,23606,BT-F,0.231891
ratio-resistenciam1,46,22811,BT-F,0.208907
ratio-resistenciam1,47,24579,BT-F,0.177242
ratio-resistenciam1,48,22129,BT-F,0.272032
ratio-resistenciam1,49,26196,BT-F,0.203149
ratio-resistenciam1,50,19635,BT-F,0.555868
ratio-resistenciam1,51,27050,BT-F,0.313752
ratio-resistenciam1,52,27251,BT-F,0.385748
ratio-resistenciam1,53,27568,BT-F,0.342079
ratio-resistenciam1,54,27579,BT-F,0.220651
ratio-resistenciam1,55,27236,BT-F,0.770118
ratio-resistenciam1,56,27053,BT-F,0.440498
ratio-resistenciam1,57,31570,BT-F,0.514116
ratio-resistenciam1,58,34923,BT-F,0.446779
ratio-resistenciam1,59,31669,BT-F,0.435986
ratio-resistenciam1,60,29385,BT-F,0.26909
ratio-resistenciam1,61,29796,BT-F,0.876751
ratio-resistenciam1,62,27218,BT-F,0.742088
ratio-resistenciam1,63,32460,BT-F,0.69853
ratio-resistenciam1,64,29169,BT-F,0.855796
ratio-resistenciam1,65,34446,BT-F,0.515851
ratio-resistenciam1,66,34572,BT-F,0.674269
ratio-resistenciam1,67,32292,BT-F,1.17072
ratio-resistenciam1,68,32878,BT-F,0.431713
ratio-resistenciam1,69,32122,BT-F,1.95853
ratio-resistenciam1,70,34565,BT-F,0.717298
ratio-resistenciam1,71,37689,BT-F,0.952827
ratio-resistenciam1,72,35547,BT-F,1.35969
ratio-resistenciam1,73,36147,BT-F,1.05711
ratio-resistenciam1,74,42174,BT-F,1.63385
ratio-resistenciam1,75,36788,BT-F,2.45365
ratio-resistenciam1,76,36223,BT-F,1.49301
ratio-resistenciam1,77,35107,BT-F,1.4682
ratio-resistenciam1,78,38094,BT-F,3.53428
ratio-resistenciam1,79,37875,BT-F,1.28277
ratio-resistenciam1,80,42849,BT-F,1.3828
ratio-resistenciam1,81,42594,BT-F,1.54096
ratio-resistenciam1,82,38578,BT-F,1.90805
ratio-resistenciam1,83,41369,BT-F,1.37548
ratio-resistenciam1,84,34577,BT-F,2.38962
ratio-resistenciam1,85,47337,BT-F,1.56883
ratio-resistenciam1,86,40726,BT-F,3.48786
ratio-resistenciam1,87,44853,BT-F,1.7659
ratio-resistenciam1,88,48197,BT-F,2.25088
ratio-resistenciam1,89,44911,BT-F,2.73058
ratio-resistenciam1,90,49001,BT-F,3.05289
ratio-resistenciam1,91,43756,BT-F,3.57984
ratio-resistenciam1,92,45882,BT-F,1.47073
ratio-resistenciam1,93,47659,BT-F,1.22022
ratio-resistenciam1,94,52454,BT-F,1.152
ratio-resistenciam1,95,50817,BT-F,2.99317
ratio-resistenciam1,96,45283,BT-F,2.52779
ratio-resistenciam1,97,45135,BT-F,4.62687
ratio-resistenciam1,98,54303,BT-F,2.43713
ratio-resistenciam1,99,48162,BT-F,4.50803
ratio-resistenciam1,100,51863,BT-F,4.00837
ratio-resistenciam1,101,51881,BT-F,3.32383
ratio-resistenciam1,102,49516,BT-F,3.2669
ratio-resistenciam1,103,53245,BT-F,3.10183
ratio-resistenciam1,104,52828,BT-F,4.1238
ratio-resistenciam1,105,55887,BT-F,1.94297
ratio-resistenciam1,106,46043,BT-F,5.13356
ratio-resistenciam1,107,56549,BT-F,3.65838
ratio-resistenciam1,108,50993,BT-F,6.99657
ratio-resistenciam1,109,53741,BT-F,2.4711
ratio-resistenciam1,110,57531,BT-F,5.28911
ratio-resistenciam1,111,54751,BT-F,7.51898
ratio-resistenciam1,112,52823,BT-F,5.61218
ratio-resistenciam1,113,54667,BT-F,6.26767
ratio-resistenciam1,114,61997,BT-F,3.51302
ratio-resistenciam1,115,63498,BT-F,4.23153
ratio-resistenciam1,116,56489,BT-F,7.22387
ratio-resistenciam1,117,62549,BT-F,7.88245
ratio-resistenciam1,118,57745,BT-F,10.8935
ratio-resistenciam1,119,57172,BT-F,5.88649
ratio-resistenciam1,120,63165,BT-F,8.00966
ratio-resistenciam1,121,60596,BT-F,6.99123
ratio-resistenciam1,122,59250,BT-F,8.42386
ratio-resistenciam1,123,62954,BT-F,13.2257
ratio-resistenciam1,124,63039,BT-F,3.71755
ratio-resistenciam1,125,59359,BT-F,11.2593
ratio-resistenciam1,126,61682,BT-F,16.3047
ratio-resistenciam1,127,61578,BT-F,8.17613
ratio-resistenciam1,128,66687,BT-F,7.82273
ratio-resistenciam1,129,62176,BT-F,9.83739
ratio-resistenciam1,130,62906,BT-F,8.60578
ratio-resistenciam1,131,68706,BT-F,9.1491
ratio-resistenciam1,132,61354,BT-F,19.4029
ratio-resistenciam1,133,67414,BT-F,8.80179
ratio-resistenciam1,134,68227,BT-F,6.20205
ratio-resistenciam1,135,61891,BT-F,27.5064
ratio-resistenciam1,136,69479,BT-F,10.9649
ratio-resistenciam1,137,69714,BT-F,10.0012
ratio-resistenciam1,138,77025,BT-F,10.481
ratio-resistenciam1,139,67188,BT-F,11.8185
ratio-resistenciam1,140,69297,BT-F,7.04586
ratio-resistenciam1,141,67394,BT-F,13.7982
ratio-resistenciam1,142,72536,BT-F,14.7453
ratio-resistenciam1,143,67251,BT-F,11.2622
ratio-resistenciam1,144,74223,BT-F,20.3947
ratio-resistenciam1,145,78922,BT-F,9.99945
ratio-resistenciam1,146,72345,BT-F,12.2971
ratio-resistenciam1,147,78629,BT-F,7.54984
ratio-resistenciam1,148,72229,BT-F,24.1568
ratio-resistenciam1,149,71896,BT-F,16.9457
ratio-resistenciam1,150,74380,BT-F,10.3402
ratio-resistenciam1,151,78591,BT-F,15.9632
ratio-resistenciam1,152,74330,BT-F,14.4797
ratio-resistenciam1,153,73654,BT-F,28.2939
ratio-resistenciam1,154,79131,BT-F,16.1251
ratio-resistenciam1,155,79644,BT-F,11.2425
ratio-resistenciam1,156,84588,BT-F,14.468
ratio-resistenciam1,157,79339,BT-F,18.3428
ratio-resistenciam1,158,82920,BT-F,12.953
ratio-resistenciam1,159,83143,BT-F,18.2157
ratio-resistenciam1,160,76876,BT-F,15.137
ratio-resistenciam1,161,83032,BT-F,22.0284
ratio-resistenciam1,162,84122,BT-F,12.9437
ratio-resistenciam1,163,89319,BT-F,19.5126
ratio-resistenciam1,164,89776,BT-F,16.6877
ratio-resistenciam1,165,91743,BT-F,23.1613
ratio-resistenciam1,166,78746,BT-F,22.3864
ratio-resistenciam1,167,86899,BT-F,15.8468
ratio-resistenciam1,168,83911,BT-F,47.0357
ratio-resistenciam1,169,84581,BT-F,16.1557
ratio-resistenciam1,170,84209,BT-F,33.6243
ratio-resistenciam1,171,83552,BT-F,14.1227
ratio-resistenciam1,172,90710,BT-F,18.0685
ratio-resistenciam1,173,82472,BT-F,21.9665
ratio-resistenciam1,174,85607,BT-F,47.5738
ratio-resistenciam1,175,90449,BT-F,17.4722
ratio-resistenciam1,176,77158,BT-F,39.7834
ratio-resistenciam1,177,90849,BT-F,22.554
ratio-resistenciam1,178,83077,BT-F,14.8666
ratio-resistenciam1,179,97988,BT-F,27.526
ratio-resistenciam1,180,83275,BT-F,25.3067
ratio-resistenciam1,181,90260,BT-F,37.7383
ratio-resistenciam1,182,89735,BT-F,27.6188
ratio-resistenciam1,183,92318,BT-F,20.7669
ratio-resistenciam1,184,95076,BT-F,16.6674
ratio-resistenciam1,185,86578,BT-F,42.3749
ratio-resistenciam1,186,97430,BT-F,15.6238
ratio-resistenciam1,187,84145,BT-F,42.7444
ratio-resistenciam1,188,94034,BT-F,31.7878
ratio-resistenciam1,189,100384,BT-F,27.6791
ratio-resistenciam1,190,100018,BT-F,36.2799
ratio-resistenciam1,191,93828,BT-F,26.0424
ratio-resistenciam1,192,92485,BT-F,43.5825
ratio-resistenciam1,193,97758,BT-F,45.152
ratio-resistenciam1,194,95642,BT-F,40.6584
ratio-resistenciam1,195,104410,BT-F,33.8149
ratio-resistenciam1,196,96011,BT-F,35.0015
ratio-resistenciam1,197,104023,BT-F,20.935
ratio-resistenciam1,198,101367,BT-F,21.9906
ratio-resistenciam1,199,93183,BT-F,52.9013
ratio-resistenciam1,200,98829,BT-F,55.5941
ratio-resistenciaM1,1,996,BT-F,0.000686
ratio-resistenciaM1,2,1200,BT-F,0.000871
ratio-resistenciaM1,3,1379,BT-F,0.001409
ratio-resistenciaM1,4,1261,BT-F,0.001543
ratio-resistenciaM1,5,1344,BT-F,0.001743
ratio-resistenciaM1,6,2212,BT-F,0.002439
ratio-resistenciaM1,7,4571,BT-F,0.00312
ratio-resistenciaM1,8,4773,BT-F,0.003853
ratio-resistenciaM1,9,3260,BT-F,0.007411
ratio-resistenciaM1,10,5573,BT-F,0.006306
ratio-resistenciaM1,11,6556,BT-F,0.009367
ratio-resistenciaM1,12,4997,BT-F,0.015345
ratio-resistenciaM1,13,4612,BT-F,0.027771
ratio-resistenciaM1,14,5345,BT-F,0.025176
ratio-resistenciaM1,15,8114,BT-F,0.029721
ratio-resistenciaM1,16,8740,BT-F,0.025139
ratio-resistenciaM1,17,7501,BT-F,0.024981
ratio-resistenciaM1,18,8377,BT-F,0.035754
ratio-resistenciaM1,19,5896,BT-F,0.114743
ratio-resistenciaM1,20,11009,BT-F,0.064243
ratio-resistenciaM1,21,10295,BT-F,0.207705
ratio-resistenciaM1,22,12628,BT-F,0.096614
ratio-resistenciaM1,23,11836,BT-F,0.153445
ratio-resistenciaM1,24,14328,BT-F,0.122534
ratio-resistenciaM1,25,15164,BT-F,0.078101
ratio-resistenciaM1,26,14029,BT-F,0.209739
ratio-resistenciaM1,27,15624,BT-F,0.190825
ratio-resistenciaM1,28,13280,BT-F,0.645592
ratio-resistenciaM1,29,12879,BT-F,0.51022
ratio-resistenciaM1,30,15040,BT-F,0.318028
ratio-resistenciaM1,31,17486,BT-F,0.305169
ratio-resistenciaM1,32,15349,BT-F,0.900193
ratio-resistenciaM1,33,20848,BT-F,0.536148
ratio-resistenciaM1,34,14718,BT-F,3.00079
ratio-resistenciaM1,35,17452,BT-F,1.03361
ratio-resistenciaM1,36,18124,BT-F,0.805411
ratio-resistenciaM1,37,14383,BT-F,6.50738
ratio-resistenciaM1,38,22014,BT-F,1.83475
ratio-resistenciaM1,39,18619,BT-F,3.16462
ratio-resistenciaM1,40,23358,BT-F,1.15332
ratio-resistenciaM1,41,21751,BT-F,1.24375
ratio-resistenciaM1,42,19445,BT-F,17.4498
ratio-resistenciaM1,43,21160,BT-F,2.96019
ratio-resistenciaM1,44,21964,BT-F,10.1242
ratio-resistenciaM1,45,20229,BT-F,9.57563
ratio-resistenciaM1,46,24779,BT-F,3.37369
ratio-resistenciaM1,47,20136,BT-F,26.1989
ratio-resistenciaM1,48,27726,BT-F,3.15393
ratio-resistenciaM1,49,28257,BT-F,1.10803
ratio-resistenciaM1,50,27302,BT-F,4.79114
ratio-resistenciaM1,51,26605,BT-F,10.5645
ratio-resistenciaM1,52,26724,BT-F,2.66896
ratio-resistenciaM1,53,23816,BT-F,12.9241
ratio-resistenciaM1,54,26781,BT-F,15.4096
ratio-resistenciaM1,55,29782,BT-F,10.2223
ratio-resistenciaM1,56,27210,BT-F,18.5088
ratio-resistenciaM1,57,29426,BT-F,22.092
ratio-resistenciaM1,58,32496,BT-F,4.0082
ratio-resistenciaM1,59,28376,BT-F,31.132
ratio-resistenciaM1,60,31423,BT-F,15.1508
ratio-resistenciaM1,61,32668,BT-F,7.38478
ratio-resistenciaM1,62,29553,BT-F,27.3374
ratio-resistenciaM1,63,33152,BT-F,33.0766
ratio-resistenciaM1,64,28026,BT-F,57.154
ratio-resistenciaM1,65,36773,BT-F,8.13691
ratio-resistenciaM1,66,33437,BT-F,26.6507
ratio-resistenciaM1,67,29344,BT-F,150.791
ratio-resistenciaM1,68,35186,BT-F,38.392
ratio-resistenciaM1,69,34465,BT-F,42.448
ratio-resistenciaM1,70,38678,BT-F,14.4512
ratio-resistenciaM1,71,33655,BT-F,38.1926
ratio-resistenciaM1,72,35372,BT-F,40.7161
ratio-resistenciaM1,73,36688,BT-F,39.4117
ratio-resistenciaM1,74,30546,BT-F,298.216
ratio-resistenciaM1,75,39504,BT-F,53.6207
ratio-resistenciaM1,76,36870,BT-F,71.7937
ratio-resistenciaM1,77,40708,BT-F,122.011
ratio-resistenciaM1,78,42281,BT-F,15.8463
ratio-resistenciaM1,79,36314,BT-F,214.173
ratio-resistenciaM1,80,39503,BT-F,143.739
ratio-resistenciaM1,81,41340,BT-F,55.6886
ratio-resistenciaM1,82,38734,BT-F,232.56
ratio-resistenciaM1,83,37479,BT-F,289.607
ratio-resistenciaM1,84,45233,BT-F,57.5681
ratio-resistenciaM1,85,43344,BT-F,29.6416
ratio-resistenciaM1,86,45668,BT-F,196.173
ratio-resistenciaM1,87,40399,BT-F,875.026
ratio-resistenciaM1,88,47568,BT-F,99.0476
ratio-resistenciaM1,89,45197,BT-F,456.495
ratio-resistenciaM1,90,50263,BT-F,127.333
ratio-resistenciaM1,91,44113,BT-F,1646.71
ratio-resistenciaM1,92,43998,BT-F,425.599
ratio-resistenciaM1,93,44405,BT-F,655.226
ratio-resistenciaM1,94,49069,BT-F,621.179
ratio-resistenciaM1,95,50020,BT-F,244.001
ratio-resistenciaM1,96,50362,BT-F,610.16
ratio-resistenciaM1,97,47190,BT-F,5260.98
ratio-resistenciaM1,98,44556,BT-F,1559.47
ratio-resistenciaM1,99,51724,BT-F,190.431
ratio-resistenciaM1,100,48977,BT-F,170.892
ratio-resistenciaM1,101,54381,BT-F,380.034
ratio-resistenciaM1,102,46426,BT-F,15453.1
ratio-resistenciaM1,103,50170,BT-F,521.02
ratio-resistenciaM1,104,50876,BT-F,2241.62
ratio-resistenciaM1,105,56360,BT-F,372.733
ratio-resistenciaM1,106,56673,BT-F,791.451
ratio-resistenciaM1,107,58366,BT-F,309.062
ratio-resistenciaM1,108,52426,BT-F,1501.25
ratio-resistenciaM1,109,60660,BT-F,2481.57
ratio-resistenciaM1,110,57893,BT-F,281.916
